"","X","PLT_CN","LarLar_biomass","PicGla_biomass","PicMar_biomass","BetNeo_biomass","PopBal_biomass","PopTre_biomass","PopBalTri_biomass","betula_sh_biomass","salix_sh_biomass","alnus_sh_biomass","sphagnum_biomass","turfmoss_biomass","feathermoss_biomass","STDAGE"
"19",17,249447514489998,NA,2624.04221877672,NA,965.211959315585,NA,NA,NA,NA,NA,3467.72277951803,0,7.3010395116,495.350519618124,NA
"20",17,249447514489998,NA,2624.04221877672,NA,965.211959315585,NA,NA,NA,NA,NA,3467.72277951803,0,7.3010395116,495.350519618124,79
"21",18,249447515489998,NA,169.330110294653,NA,3139.23066328913,NA,NA,NA,NA,4705.51407266075,61.8951222396551,0,22.5076961918667,171.282359013829,28
"22",19,249447516489998,NA,NA,1416.31260411482,822.486328442233,NA,NA,NA,NA,NA,190.317838318253,1424.25844757037,94.850849916,1338.0964,49
"23",20,249447517489998,NA,11096.5437654864,NA,615.591789238176,NA,751.999896123481,NA,NA,NA,513.430704503369,0,17.6020741423,856.696413249333,178
"24",21,249447518489998,NA,16254.2775083736,NA,148.762279442978,NA,NA,NA,NA,NA,89.8613715968811,0,166.5100114737,1903.668925,138
"25",22,249447519489998,NA,3082.71666432963,NA,13018.6900383821,NA,NA,NA,NA,NA,104.964361291907,0,0.5214947224,182.931330560971,164
"26",23,249447520489998,NA,61.0834662868157,1351.30953208826,662.589186549569,NA,NA,NA,NA,72.6268308853894,1838.32384205287,3031.48443836302,27.9522592461333,2839.43397464416,94
"27",23,249447520489998,NA,61.0834662868157,1351.30953208826,662.589186549569,NA,NA,NA,NA,72.6268308853894,1838.32384205287,3031.48443836302,27.9522592461333,2839.43397464416,78
"28",24,249447521489998,NA,653.490438949285,38.9301236063657,10274.9456788988,NA,NA,NA,NA,NA,1634.12563823893,NA,NA,NA,69
"29",25,249447522489998,NA,NA,1331.99406295516,8.17884701574483,NA,NA,NA,NA,NA,289.287378109704,NA,NA,NA,NA
"30",25,249447522489998,NA,NA,1331.99406295516,8.17884701574483,NA,NA,NA,NA,NA,289.287378109704,NA,NA,NA,90
"31",26,249447523489998,NA,3774.7208501678,NA,581.723839106658,NA,NA,NA,NA,227.193908401268,NA,0,164.66133944472,1146.32968006375,139
"32",26,249447523489998,NA,3774.7208501678,NA,581.723839106658,NA,NA,NA,NA,227.193908401268,NA,0,164.66133944472,1146.32968006375,NA
"33",27,249447524489998,NA,NA,1468.28633925259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164
"34",28,249447525489998,NA,NA,938.409970997257,806.626893989529,NA,458.911407925591,NA,972.618007881397,NA,276.119516570335,NA,NA,NA,129
"35",29,249447526489998,NA,119.187390657724,770.810185337053,NA,NA,NA,NA,491.773747888903,48.8946098237113,NA,0,165.8234185912,2177.2416,0
"36",30,249447527489998,NA,NA,126.234345250627,NA,NA,NA,NA,125.893770164476,NA,NA,2175.64307255954,379.744214887826,2477.4876735472,92
"37",31,249447528489998,NA,65.8146592550641,652.995507880094,NA,NA,NA,NA,NA,NA,291.416530232868,1876.7369,66.5831779128,3180.76868443747,NA
"38",31,249447528489998,NA,65.8146592550641,652.995507880094,NA,NA,NA,NA,NA,NA,291.416530232868,1876.7369,66.5831779128,3180.76868443747,145
"39",32,249447529489998,NA,40.1158633831383,5295.74773167917,498.588727804294,NA,NA,NA,NA,NA,105.377652186602,2924.99768646937,297.0618913608,3229.15861230453,164
"40",33,249447530489998,NA,NA,44.3654371209264,48.1001030330413,NA,NA,NA,168.72823141978,299.210320942937,NA,0,108.253031554092,271.754942859333,21
"41",34,249447531489998,NA,134.037625232527,35.8123072508008,NA,NA,754.801895456224,NA,NA,133.235236424926,578.97447930394,0,410.504809180892,1206.07314785349,9
"42",35,249447532489998,NA,1263.36835790525,4464.64803919627,239.118221495499,NA,198.461519085402,NA,NA,357.128701163855,NA,NA,NA,NA,75
"43",36,249447533489998,NA,1881.73596027393,238.34275189291,NA,NA,NA,NA,1069.39497478623,NA,NA,1578.50016,116.054439775584,1921.5216992787,133
"44",36,249447533489998,NA,1881.73596027393,238.34275189291,NA,NA,NA,NA,1069.39497478623,NA,NA,1578.50016,116.054439775584,1921.5216992787,NA
"45",37,249447534489998,NA,NA,839.816844787075,NA,NA,NA,NA,665.783265984562,NA,365.363063985195,160.512309985133,80.65232715928,557.301266991444,149
"46",38,249447535489998,NA,NA,914.907471405957,NA,NA,NA,NA,154.300038116203,55.1716461729571,NA,76.8966957733333,188.210308526431,883.58233137852,181
"47",39,249447536489998,NA,2499.52288330332,NA,772.599910715235,NA,1423.46663041391,NA,NA,319.724424192126,138.611450636366,0,30.91702576456,60.1055633984571,59
"48",40,249447537489998,NA,NA,150.616334093314,NA,NA,NA,NA,266.662185429803,NA,NA,1000.64004443618,213.980304322539,482.776529608587,71
"49",41,249447538489998,NA,NA,1475.39118756901,NA,NA,NA,NA,446.940627928078,27.0959521189644,NA,NA,NA,NA,105
"50",42,249447539489998,NA,2004.29289731107,NA,NA,NA,NA,NA,NA,7090.5047988207,NA,0,318.861867077082,902.285615877954,63
"51",42,249447539489998,NA,2004.29289731107,NA,NA,NA,NA,NA,NA,7090.5047988207,NA,0,318.861867077082,902.285615877954,141
"52",43,249447540489998,NA,NA,1553.26529074804,NA,NA,NA,NA,NA,59.8288132137699,NA,453.592,379.071348974494,1445.67187687581,80
"53",44,249447541489998,NA,182.221140799525,187.815968425099,NA,NA,NA,NA,197.893248335409,313.042643476655,NA,0,254.09772614567,296.40850308097,6
"54",44,249447541489998,NA,182.221140799525,187.815968425099,NA,NA,NA,NA,197.893248335409,313.042643476655,NA,0,254.09772614567,296.40850308097,NA
"55",45,249447542489998,NA,29.1506349906196,900.454400826213,74.7695741145246,NA,NA,NA,NA,927.19545730254,NA,0,128.638004626655,435.186130483059,103
"56",45,249447542489998,NA,29.1506349906196,900.454400826213,74.7695741145246,NA,NA,NA,NA,927.19545730254,NA,0,128.638004626655,435.186130483059,7
"57",46,249447543489998,NA,NA,305.56973356704,NA,NA,NA,NA,454.18516078513,31.7046837808296,NA,604.789333333333,592.873061100571,740.780992296575,NA
"58",46,249447543489998,NA,NA,305.56973356704,NA,NA,NA,NA,454.18516078513,31.7046837808296,NA,604.789333333333,592.873061100571,740.780992296575,103
"59",47,249447544489998,NA,NA,1925.38929921809,NA,NA,NA,NA,NA,NA,341.842631615741,1995.8048,109.327644668838,1679.7532440766,190
"60",48,249447545489998,NA,13205.0654758946,NA,NA,100.005063189843,NA,NA,NA,2978.46110473919,NA,0,31.9778126474667,1189.98159258017,132
"61",49,249447546489998,NA,NA,2042.15393836376,NA,NA,NA,NA,588.051629423896,NA,403.164132341984,0,165.411585796629,2249.98885463701,100
"62",50,249447547489998,NA,855.451920442701,3555.51357202894,265.505448367234,NA,NA,NA,NA,2100.68596824131,923.698800333307,0,48.19645424736,2354.425975,83
"63",51,249447549489998,NA,7491.5738609957,NA,301.689246368909,NA,NA,NA,NA,NA,525.61822426324,NA,NA,NA,61
"64",52,249447550489998,NA,NA,1618.32456873678,5161.39892877103,NA,NA,NA,NA,9449.41460503152,1419.63162989317,98.2119893156,304.734193404444,1886.93195042994,68
"65",52,249447550489998,NA,NA,1618.32456873678,5161.39892877103,NA,NA,NA,NA,9449.41460503152,1419.63162989317,98.2119893156,304.734193404444,1886.93195042994,82
"66",53,249447551489998,NA,156.663066070107,202.180573443112,2848.4993852022,NA,NA,NA,NA,NA,949.434173268249,0,438.472266666667,2044.6203937196,85
"67",53,249447551489998,NA,156.663066070107,202.180573443112,2848.4993852022,NA,NA,NA,NA,NA,949.434173268249,0,438.472266666667,2044.6203937196,NA
"68",54,249447552489998,NA,5.77330476777909,1453.09774673813,2224.81928647951,NA,NA,NA,1236.4,2456.78395547183,262.486516430342,1359.08199469898,46.865805828,2579.21425017168,71
"69",54,249447552489998,NA,5.77330476777909,1453.09774673813,2224.81928647951,NA,NA,NA,1236.4,2456.78395547183,262.486516430342,1359.08199469898,46.865805828,2579.21425017168,89
"70",55,249447553489998,NA,451.457771415287,NA,392.824823967663,NA,200.666334300541,NA,NA,NA,214.06613337473,0,158.116817069815,123.876515730467,8
"71",56,249447554489998,NA,433.655291370836,NA,1230.1938835443,NA,13.2719871770623,NA,NA,NA,NA,NA,NA,NA,68
"72",57,249447555489998,NA,170.86654834531,1998.49192703774,63.1717799006908,NA,NA,NA,NA,27.0959521189644,NA,1202.59673452697,316.6946231784,2317.6135028814,122
"73",58,249447556489998,NA,NA,NA,741.172878036885,NA,NA,NA,NA,NA,NA,0,560.994474191757,47.8489438084,9
"74",59,249447557489998,NA,16452.6017797242,NA,1960.8492360735,NA,NA,NA,NA,NA,1780.41741314392,0,15.8995789392,1471.30869641222,142
"75",60,249447558489998,NA,NA,2383.79504441678,849.908673358919,NA,NA,NA,305.950802019427,NA,1290.62160663952,2832.43004444444,736.50571731608,1746.6678971464,86
"76",61,249447559489998,NA,NA,345.16605053039,NA,NA,NA,NA,728.803963688487,NA,NA,686.430591145248,29.8039351881333,401.352740663575,79
"77",62,249447560489998,NA,NA,4.3437938397269,329.093978753622,NA,NA,NA,443.173372619074,45.6758167654758,NA,367.91759747104,122.278960386543,195.7780125941,19
"78",62,249447560489998,NA,NA,4.3437938397269,329.093978753622,NA,NA,NA,443.173372619074,45.6758167654758,NA,367.91759747104,122.278960386543,195.7780125941,NA
"79",63,249447561489998,NA,NA,459.543203790148,NA,NA,NA,NA,584.512321301987,322.748296319563,NA,226.886315207111,525.8421976036,266.471359605867,44
"80",64,249447562489998,NA,NA,299.893603603266,NA,NA,NA,NA,315.930932302826,1088.21688359374,NA,NA,NA,NA,79
"81",65,249447563489998,NA,480.541190617736,5840.15523340659,53.071243138266,NA,NA,NA,NA,27.0959521189644,784.750999225164,0,33.1096305256,1915.90988284128,140
"82",65,249447563489998,NA,480.541190617736,5840.15523340659,53.071243138266,NA,NA,NA,NA,27.0959521189644,784.750999225164,0,33.1096305256,1915.90988284128,130
"83",66,249447564489998,NA,NA,1044.6627185482,NA,NA,NA,NA,200.417867121892,51.3048957474276,177.455928168513,181.4368,326.862828305813,1924.8237457739,88
"84",67,249447565489998,NA,27.4303350414487,106.957224998964,3285.82729673063,NA,NA,NA,139.871844812627,NA,1628.80956864933,1188.24758056293,12.9483733096,926.301197177774,63
"85",68,249447568489998,36.7578261829717,NA,5.77330476777909,NA,NA,NA,NA,183.622706826403,NA,NA,692.4367926455,114.97196424,8.1154185884,NA
"86",68,249447568489998,36.7578261829717,NA,5.77330476777909,NA,NA,NA,NA,183.622706826403,NA,NA,692.4367926455,114.97196424,8.1154185884,44
"87",68,249447568489998,36.7578261829717,NA,5.77330476777909,NA,NA,NA,NA,183.622706826403,NA,NA,692.4367926455,114.97196424,8.1154185884,NA
"88",69,249447569489998,NA,2370.64486322787,113.059448561037,6145.27473495044,NA,NA,NA,NA,NA,1971.26677566197,0,8.41795689253333,779.805807175396,44
"89",69,249447569489998,NA,2370.64486322787,113.059448561037,6145.27473495044,NA,NA,NA,NA,NA,1971.26677566197,0,8.41795689253333,779.805807175396,129
"90",70,249447570489998,NA,NA,613.942643917705,149.111823609372,NA,NA,NA,185.183613171831,NA,214.06613337473,4490.5608,297.0945499848,3094.14542857143,120
"91",71,249447571489998,NA,390.819266519573,1039.15405458061,5078.57076549915,NA,NA,NA,NA,524.967478057307,657.003618739283,0,123.565385637867,591.665561037244,95
"92",71,249447571489998,NA,390.819266519573,1039.15405458061,5078.57076549915,NA,NA,NA,NA,524.967478057307,657.003618739283,0,123.565385637867,591.665561037244,76
"93",72,249447572489998,NA,277.302093778484,1311.78562567835,157.928122544277,NA,NA,NA,NA,240.830820928262,506.344593799962,975.2228,19.8367574992,1336.20049420453,120
"94",73,249447573489998,NA,NA,35.0125582713897,NA,NA,8.90426430533832,NA,724.138763673334,498.281064986333,NA,NA,NA,NA,17
"95",74,249447574489998,NA,NA,277.531894529939,1231.20312257019,NA,NA,NA,NA,1378.12013883688,695.513530972071,0,463.483046591657,161.5745846498,24
"96",75,249447576489998,NA,NA,388.441303281096,NA,NA,NA,NA,553.28382258359,NA,NA,0,112.166644265108,811.461723566073,193
"97",76,249447578489998,NA,5758.05247630381,NA,812.839115937641,108.879644979407,NA,NA,NA,87.0789149041939,2030.72660748819,0,123.6704526648,903.900612749086,44
"98",76,249447578489998,NA,5758.05247630381,NA,812.839115937641,108.879644979407,NA,NA,NA,87.0789149041939,2030.72660748819,0,123.6704526648,903.900612749086,230
"99",77,249447579489998,NA,NA,926.095879214979,NA,NA,NA,NA,111.317624872927,NA,NA,589.6696,98.1208983221714,597.374387510698,111
"100",78,249447580489998,NA,2863.62409200999,2433.81166438581,NA,NA,NA,NA,NA,660.458617059083,NA,0,0,1713.8521942368,159
"101",79,249447584489998,NA,6778.70183031081,146.494577615937,NA,NA,NA,NA,111.317624872927,1265.76998092216,NA,NA,NA,NA,195
"102",79,249447584489998,NA,6778.70183031081,146.494577615937,NA,NA,NA,NA,111.317624872927,1265.76998092216,NA,NA,NA,NA,NA
"103",80,249447585489998,NA,NA,NA,NA,4732.83673245793,NA,NA,NA,11276.8794140024,4646.47170846281,0,8.8655463584,24.051432305,61
"104",81,249447586489998,NA,285.56792729734,74.8666308753836,15262.6640652119,87.7112450784445,NA,NA,NA,NA,NA,0,9.16953464496,51.2559029783385,75
"105",82,249447587489998,NA,NA,5868.59488117452,579.996269972698,NA,NA,NA,NA,4410.71067880229,NA,NA,NA,NA,88
"106",83,249447588489998,NA,18.3240314603129,1456.77599425777,NA,NA,NA,NA,287.30791743449,NA,NA,1393.1310802336,453.2434599072,3271.63823566556,88
"107",84,249447589489998,NA,NA,2616.79192806536,4866.84546228041,NA,15.4694740535939,NA,NA,NA,307.144648675112,0,120.0792854222,1919.0980968448,68
"108",85,249447590489998,NA,32.971942395807,1205.51776442452,1693.62465304993,NA,NA,NA,NA,NA,673.605846904954,1678.2904,24.104615967,1082.22866853243,52
"109",86,249447591489998,NA,NA,48.8843058092745,27.005944637112,NA,NA,NA,NA,189.671664832751,NA,136.0776,340.85273351792,85.38784124704,30
"110",87,249447592489998,NA,800.407747010292,3200.84866486127,445.57414835295,NA,26.7398824143364,NA,NA,NA,305.319475719954,0,184.6738933274,1857.15599862827,68
"111",88,249447593489998,NA,64.7747383043558,2706.83406868736,NA,NA,334.885204923016,NA,NA,NA,1332.39863680435,0,47.5172546584,1176.73179928671,91
"112",89,249447594489998,NA,NA,NA,256.707675735834,NA,NA,NA,NA,58.6135415749809,NA,0,131.550288325675,25.2059562426667,5
"113",90,249447595489998,NA,NA,NA,NA,2851.45724653139,NA,NA,NA,5117.8128099712,3850.73028377526,0,21.6018168088571,25.2649919287273,23
"114",91,249447596489998,NA,129.314984681436,2179.55481256533,434.838150227433,NA,NA,NA,NA,3378.37791400639,485.404536211105,0,1.3307482096,1024.368763898,62
"115",92,249447597489998,NA,NA,4934.42941907673,445.199033226106,NA,NA,NA,NA,NA,312.007003458996,0,0,3448.716675,84
"116",93,249447599489998,NA,736.413516560464,899.7779873361,306.298628671352,NA,NA,NA,NA,1914.85677989624,516.105478231428,NA,NA,NA,57
"117",93,249447599489998,NA,736.413516560464,899.7779873361,306.298628671352,NA,NA,NA,NA,1914.85677989624,516.105478231428,NA,NA,NA,NA
"118",94,249447600489998,NA,738.959263402649,NA,2617.43920480871,NA,NA,NA,NA,5812.93182324396,89.8613715968811,0,118.625518979872,777.214756066952,58
"119",94,249447600489998,NA,738.959263402649,NA,2617.43920480871,NA,NA,NA,NA,5812.93182324396,89.8613715968811,0,118.625518979872,777.214756066952,70
"120",95,249447601489998,NA,1693.17471412518,NA,11980.2173804862,NA,NA,NA,NA,NA,177.455928168513,0,10.8239978572,33.49325142368,101
"121",96,249447602489998,NA,5869.76536148684,NA,202.135346762691,279.265724057799,NA,NA,NA,379.55372931718,708.382874864741,12.9483733096,23.2068666806,85.1843306443556,108
"122",97,249447603489998,NA,2406.73085877285,NA,64.6113711972985,NA,NA,NA,NA,4571.93880475257,2917.37753491076,0,8.31163027550769,168.19905087012,41
"123",98,249447604489998,NA,509.979613437428,NA,2889.84268546187,NA,12244.0085897825,NA,NA,NA,89.8613715968811,0,45.6199473612,112.125545922267,95
"124",99,275490736489998,NA,1395.1088420631,86.2549637093179,2149.03743899913,NA,NA,NA,NA,NA,1796.25232625771,NA,NA,NA,137
"125",100,275490738489998,NA,1395.1088420631,86.2549637093179,2161.25655266548,NA,NA,NA,NA,NA,1796.25232625771,NA,NA,NA,137
"126",101,275490739489998,NA,6100.2606773069,NA,265.656593720038,NA,779.686653162942,NA,NA,NA,2219.65858049297,NA,NA,NA,178
"127",102,275490741489998,NA,5925.94332592441,NA,265.656593720038,NA,821.62109592404,NA,NA,NA,287.145828471828,NA,NA,NA,178
"128",103,275490742489998,NA,NA,1267.66948336272,NA,NA,NA,NA,168.72823141978,36.3134154426947,NA,NA,NA,NA,104
"129",104,275490744489998,NA,NA,1267.66948336272,NA,NA,NA,NA,168.72823141978,36.3134154426947,NA,NA,NA,NA,104
"130",105,275490745489998,NA,157.133063286773,101.18660992858,NA,NA,NA,NA,NA,377.520589111209,NA,NA,NA,NA,6
"131",105,275490745489998,NA,157.133063286773,101.18660992858,NA,NA,NA,NA,NA,377.520589111209,NA,NA,NA,NA,NA
"132",106,275490747489998,NA,195.72519563992,62.5944775754328,NA,NA,NA,NA,NA,405.039698155337,NA,NA,NA,NA,7
"133",106,275490747489998,NA,195.72519563992,62.5944775754328,NA,NA,NA,NA,NA,405.039698155337,NA,NA,NA,NA,168
"134",106,275490747489998,NA,195.72519563992,62.5944775754328,NA,NA,NA,NA,NA,405.039698155337,NA,NA,NA,NA,NA
"135",107,311880473489998,34.0006249718273,NA,554.527719730494,NA,NA,NA,NA,111.767793765731,NA,NA,2807.95047619048,761.520995133035,1620.13254833776,2
"136",108,311880478489998,NA,1100.10645080814,829.167400362505,NA,NA,NA,NA,761.853958717245,1641.45332078223,304.231875226408,1415.20704,187.916685714286,1673.98837274266,127
"137",109,311880481489998,NA,3069.0424530223,NA,2914.66274375588,NA,NA,NA,NA,NA,134.716720349371,5352.3856,725.7472,2426.86165128631,32
"138",110,311880483489998,294.35261638256,544.840836956747,804.241809663887,1111.93670911208,NA,NA,NA,273.241232890449,NA,113.039854859834,1534.85035856407,26.72685626656,627.582319842336,66
"139",110,311880483489998,294.35261638256,544.840836956747,804.241809663887,1111.93670911208,NA,NA,NA,273.241232890449,NA,113.039854859834,1534.85035856407,26.72685626656,627.582319842336,57
"140",110,311880483489998,294.35261638256,544.840836956747,804.241809663887,1111.93670911208,NA,NA,NA,273.241232890449,NA,113.039854859834,1534.85035856407,26.72685626656,627.582319842336,NA
"141",111,311880485489998,4.39706502512415,NA,618.36014223114,1065.69206217364,NA,NA,NA,NA,NA,627.946118005123,1882.4068,170.097,594.34886240278,27
"142",111,311880485489998,4.39706502512415,NA,618.36014223114,1065.69206217364,NA,NA,NA,NA,NA,627.946118005123,1882.4068,170.097,594.34886240278,31
"143",112,311880495489998,NA,NA,908.954762020067,NA,NA,NA,NA,147.470165849665,NA,NA,1153.18133914372,18.2428546508571,1401.09545646593,81
"144",113,311880496489998,NA,NA,916.741914220307,NA,NA,NA,NA,695.908460687594,NA,246.723559794517,2089.19138823529,31.7674064384,1513.56488421053,101
"145",114,311880497489998,NA,NA,556.725396494913,NA,NA,NA,NA,461.903304498013,NA,NA,2765.46571363222,38.1419616104,3100.8375111032,54
"146",115,311880498489998,NA,NA,370.311449692331,NA,NA,642.320866771194,NA,139.871844812627,1428.9189365461,NA,0,70.5964062928,0,27
